,ratio,rndint,dataset,rmse,mape,r2
3109,0.8,996.0,Grid2401,94.97595659092615,0.10558807326645846,0.08947393749022692
3110,0.8,996.0,Sobol1,71.4079254530956,0.09334451170305325,0.46790711703564747
3111,0.8,996.0,Sobol2,73.0522548617935,0.09630847388604101,0.4411256214851734
3112,0.8,272.0,Grid1296,74.96969368158115,0.09016364176519989,0.4277693996963364
3113,0.8,272.0,Grid2401,89.6040037196972,0.10023829723932541,0.18877309902714412
3114,0.8,272.0,Sobol1,73.71124509030471,0.09704526393848044,0.4250726410829331
3115,0.8,272.0,Sobol2,73.81613869005139,0.09794830270345953,0.42223318791234643
3116,0.8,759.0,Grid1296,75.54363661981054,0.09058474596499055,0.4183070389257699
3117,0.8,759.0,Grid2401,88.85640983943622,0.09994877303089197,0.20217963057465027
3118,0.8,759.0,Sobol1,75.01246428447627,0.09886838560108649,0.39866990812736913
3119,0.8,759.0,Sobol2,75.17883639468083,0.09994640971207061,0.39876520868169296
3120,0.8,390.0,Grid1296,78.88152319880096,0.09206476347924882,0.36670618545352895
3121,0.8,390.0,Grid2401,93.96393051983821,0.10441156346730483,0.11069641008502673
3122,0.8,390.0,Sobol1,71.71284855157477,0.09388189768410657,0.465233328004629
3123,0.8,390.0,Sobol2,74.75337167268263,0.09924833087667859,0.40912347261800475
3124,0.8,930.0,Grid1296,74.32252110954636,0.09205839710774016,0.43615061311112213
3125,0.8,930.0,Grid2401,91.57342612461828,0.10174760339785294,0.15846948806141015
3126,0.8,930.0,Sobol1,73.17551553462303,0.09663796744467577,0.4367618709092177
3127,0.8,930.0,Sobol2,74.88799283768144,0.09926920712744004,0.39843498680529643
3128,0.8,633.0,Grid1296,73.88603691399324,0.09061008192146926,0.4418413200298573
3129,0.8,633.0,Grid2401,92.25621320745401,0.1030948134065449,0.13749251050249178
3130,0.8,633.0,Sobol1,73.84619504433657,0.09771796162063061,0.42068640944289104
3131,0.8,633.0,Sobol2,73.31795738635998,0.09709474403776827,0.43469768362078187
3132,0.8,928.0,Grid1296,77.7064178120923,0.09276934782182564,0.3846641005937319
3133,0.8,928.0,Grid2401,90.00688070891928,0.1010033679384263,0.18102854356054865
3134,0.8,928.0,Sobol1,71.52884327833591,0.0935588559027009,0.468753920879606
3135,0.8,928.0,Sobol2,73.78958236868796,0.09712360826751926,0.4250596346631069
3136,0.8,854.0,Grid1296,75.92402011088723,0.09207294969572291,0.4096101860489746
3137,0.8,854.0,Grid2401,94.23707345990066,0.10460094164063846,0.10469259207182613
3138,0.8,854.0,Sobol1,73.15681035953111,0.09649112199245578,0.4353611982179475
3139,0.8,854.0,Sobol2,74.51105602531581,0.09854004332063211,0.4143009714994208
3140,0.8,554.0,Grid1296,74.44100895657697,0.09136120526026621,0.43299956145775276
3141,0.8,554.0,Grid2401,88.44515972153422,0.09843503963488932,0.21005016248213315
3142,0.8,554.0,Sobol1,72.47942794222155,0.09526778692287631,0.4483857103490575
3143,0.8,554.0,Sobol2,75.15230567647495,0.0989910720745518,0.40096461200095934
3144,0.8,562.0,Grid1296,73.31551069038544,0.09121172731075688,0.4505282312925779
3145,0.8,562.0,Grid2401,91.58820419258093,0.1024740344196414,0.1557565389438884
3146,0.8,562.0,Sobol1,71.5231082217405,0.09356173640943874,0.4661198786796755
3147,0.8,562.0,Sobol2,75.62991005030621,0.10043491875451509,0.3870405380352303
3148,0.8,78.0,Grid1296,75.67869901887119,0.09089238412299913,0.41602999981086886
3149,0.8,78.0,Grid2401,94.47836231067362,0.10566576996408629,0.0993561671999228
3150,0.8,78.0,Sobol1,73.94812362642939,0.0976094157493767,0.42074426270729337
3151,0.8,78.0,Sobol2,74.86112282776652,0.09906421465686847,0.40763169529031096
3152,0.8,222.0,Grid1296,75.10433081157066,0.09004702555876737,0.4236548031730375
3153,0.8,222.0,Grid2401,89.1375364879028,0.10010502620665869,0.19772168498909348
3154,0.8,222.0,Sobol1,72.22370180683525,0.09503807072108642,0.4487519691676627
3155,0.8,222.0,Sobol2,74.65014503779403,0.0978362221343533,0.4070197386260366
3156,0.8,294.0,Grid1296,77.4022232127112,0.09174886413853928,0.38881271981964105
3157,0.8,294.0,Grid2401,92.42655309734054,0.10267173806729821,0.1397124036672911
3158,0.8,294.0,Sobol1,72.66898828852867,0.09540902517103453,0.44379218006624277
3159,0.8,294.0,Sobol2,72.85271439411427,0.09567958267836205,0.4354830601528269
3160,0.8,725.0,Grid1296,74.4119597090068,0.09022580885162731,0.4338064614324094
3161,0.8,725.0,Grid2401,90.424238186713,0.1014904492900959,0.1756420516537791
3162,0.8,725.0,Sobol1,72.30562406673901,0.09516263927102288,0.4524156630014664
3163,0.8,725.0,Sobol2,73.72504435560259,0.09663233967979319,0.425541577056162
3164,0.8,582.0,Grid1296,73.93710109567992,0.08995899290402905,0.44126898113700463
3165,0.8,582.0,Grid2401,91.6811936049304,0.10262079243257222,0.1514686915924799
3166,0.8,582.0,Sobol1,73.51241795401452,0.09731975826530863,0.42604540075904285
3167,0.8,582.0,Sobol2,73.76296557319499,0.09710818914416722,0.42714250450921953
3168,0.8,731.0,Grid1296,75.00381224516833,0.09130424788600781,0.4250004519704764
3169,0.8,731.0,Grid2401,90.44510931694006,0.10188037457628289,0.17021876210018516
3170,0.8,731.0,Sobol1,72.24335097511883,0.09396736975523717,0.4615361718126325
3171,0.8,731.0,Sobol2,74.13522793831467,0.09807844436986504,0.4167567461281728
3172,0.8,249.0,Grid1296,76.35573128460578,0.091732324425367,0.4061373949940279
3173,0.8,249.0,Grid2401,91.92231454266162,0.10259513717232276,0.14797388886291019
3174,0.8,249.0,Sobol1,72.77845464770823,0.09566660344816529,0.4420649098437802
3175,0.8,249.0,Sobol2,74.04921332619188,0.09816290690133148,0.4220601160305808
3176,0.8,791.0,Grid1296,76.68489905466313,0.09143237074538664,0.39918285847197643
3177,0.8,791.0,Grid2401,94.83376670655481,0.10502968981257965,0.09348586157189043
3178,0.8,791.0,Sobol1,73.02601703613463,0.09633278091302794,0.43643244544004267
3179,0.8,791.0,Sobol2,72.90286823344914,0.09614487213750768,0.4376878932633914
3180,0.8,35.0,Grid1296,76.77348418829665,0.09227064879120091,0.3982827857121155
3181,0.8,35.0,Grid2401,91.67438939595947,0.10221823491445364,0.14745640713026398
3182,0.8,35.0,Sobol1,73.31697963216313,0.09692355286531636,0.43565973236698363
3183,0.8,35.0,Sobol2,72.54635265955315,0.09560230446785428,0.44781942923047013
3184,0.8,180.0,Grid1296,75.29897335995999,0.092184259478037,0.4181976600516022
3185,0.8,180.0,Grid2401,92.16760540160583,0.10324357240757691,0.13769528382679597
3186,0.8,180.0,Sobol1,72.56402929407452,0.09592640277633903,0.4463441968056123
3187,0.8,180.0,Sobol2,73.3145296953067,0.0969738128410058,0.4341947565352897
3188,0.8,510.0,Grid1296,78.48038106461105,0.09331785295342877,0.37285098442437825
3189,0.8,510.0,Grid2401,91.58776731073549,0.10310736705282195,0.15089268154064817
3190,0.8,510.0,Sobol1,72.39369030073308,0.09563068910174434,0.4478487737004979
3191,0.8,510.0,Sobol2,76.31656146426343,0.10111765754558555,0.37452345582189406
3192,0.8,593.0,Grid1296,76.09297508624036,0.09264070870411244,0.408447225178285
3193,0.8,593.0,Grid2401,92.26117041189332,0.10297778694380141,0.13936075100487055
3194,0.8,593.0,Sobol1,71.71621085823222,0.09327572127048538,0.4636401055484448
3195,0.8,593.0,Sobol2,75.56481584313677,0.10032247350727502,0.3963393454449572
3196,0.8,634.0,Grid1296,74.33308557673982,0.09290673917565169,0.43267133264803836
3197,0.8,634.0,Grid2401,92.69131359865655,0.10364514803167325,0.13197943923051159
3198,0.8,634.0,Sobol1,73.0473547966773,0.09651896893472083,0.43745221719387284
3199,0.8,634.0,Sobol2,73.93931778171773,0.09816023203128275,0.4254408994597524
3200,0.85,678.0,Grid1296,75.53182440514891,0.09106806439185733,0.415169584813157
3201,0.85,678.0,Grid2401,92.70903677173237,0.10346857613737961,0.12493909421820548
3202,0.85,678.0,Sobol1,72.72162282150444,0.09578667362538976,0.4459593421327426
3203,0.85,678.0,Sobol2,77.05207108166903,0.10221837580217505,0.37096295691828796
3204,0.85,147.0,Grid1296,74.35511445891686,0.0905955901037219,0.43263549586994043
3205,0.85,147.0,Grid2401,91.90651275354583,0.10219134218223697,0.1436271263125628
3206,0.85,147.0,Sobol1,74.77125290074387,0.09936701881802847,0.4057336658031159
3207,0.85,147.0,Sobol2,73.93140650195237,0.09770431772462464,0.42435544801606817
3208,0.85,561.0,Grid1296,76.11718106474508,0.09287631713380796,0.4066255720914459
3209,0.85,561.0,Grid2401,95.35461960563242,0.10576156574487097,0.07838423012112894
3210,0.85,561.0,Sobol1,73.31071388313532,0.09706105859642236,0.4365209131635672
3211,0.85,561.0,Sobol2,72.93186449351957,0.0961543543991577,0.4433701297334298
3212,0.85,237.0,Grid1296,76.88281123441521,0.09157443557360219,0.3945939928515698
3213,0.85,237.0,Grid2401,92.78950161484231,0.10350614341757743,0.12527533750824116
3214,0.85,237.0,Sobol1,73.07832931813024,0.0968128242522246,0.4418445267370381
3215,0.85,237.0,Sobol2,74.52851483764692,0.09872317477320258,0.4150461487961028
3216,0.85,588.0,Grid1296,75.35433834254155,0.09400239526065628,0.41643212217624925
3217,0.85,588.0,Grid2401,93.60977539190779,0.10413514097774101,0.11015873909444629
3218,0.85,588.0,Sobol1,73.16452943309288,0.09649399418407115,0.43973772488423335
3219,0.85,588.0,Sobol2,75.49349911904265,0.10018839687760683,0.39653690558794064
3220,0.85,951.0,Grid1296,75.17829669791247,0.09095777898959452,0.42154662403928667
3221,0.85,951.0,Grid2401,90.18050441724252,0.10074934461926717,0.17559068162115954
3222,0.85,951.0,Sobol1,71.81014881371033,0.09370209611091522,0.4638134997759108
3223,0.85,951.0,Sobol2,73.78878330965702,0.09759411175737633,0.4285657233466039
3224,0.85,490.0,Grid1296,75.62933807704704,0.09124674600986991,0.41474711864458
3225,0.85,490.0,Grid2401,92.70775513959015,0.1030572150559091,0.1268214427675306
3226,0.85,490.0,Sobol1,74.36732123432262,0.09823313638864355,0.4158936810034811
3227,0.85,490.0,Sobol2,76.00301137424952,0.10096372013244999,0.39010016304512274
3228,0.85,395.0,Grid1296,77.86884999704463,0.09190748892986549,0.3811265436344997
3229,0.85,395.0,Grid2401,94.2931650181308,0.10490534798594942,0.09796166806825068
3230,0.85,395.0,Sobol1,73.2084970764491,0.09669291644070362,0.4379020777966852
3231,0.85,395.0,Sobol2,74.97223570065695,0.0993452823792666,0.40859090076059656
3232,0.85,877.0,Grid1296,75.5968067920442,0.09441191335641286,0.41209315424439086
3233,0.85,877.0,Grid2401,94.32500202468269,0.10449501877481646,0.09694448137928224
3234,0.85,877.0,Sobol1,73.05254505793677,0.09577844727465562,0.440699251142039
3235,0.85,877.0,Sobol2,74.32286912572766,0.09788270978454607,0.41701331197263325
3236,0.85,297.0,Grid1296,74.15334584068765,0.09161223055462826,0.4348515759012296
3237,0.85,297.0,Grid2401,93.54592897050541,0.103566822564848,0.11321885529338327
3238,0.85,297.0,Sobol1,72.6681409231252,0.09568755756460087,0.44924680945758233
3239,0.85,297.0,Sobol2,72.30994492717711,0.0949350511030827,0.45301446670936174
3240,0.85,721.0,Grid1296,75.8863092559288,0.09254957445211687,0.40808875344654594
3241,0.85,721.0,Grid2401,88.67042782898707,0.09960865243662229,0.199814348825758
3242,0.85,721.0,Sobol1,71.37678443786645,0.0931410122003316,0.46918664068541593
3243,0.85,721.0,Sobol2,73.2396280207656,0.09627764244171702,0.43522423405492594
3244,0.85,711.0,Grid1296,77.60905500992818,0.09180738739968745,0.3837341293173888
3245,0.85,711.0,Grid2401,93.04462249438043,0.10373474774795438,0.1188759733048611
3246,0.85,711.0,Sobol1,74.05661798037544,0.09740534807618387,0.42673570223034785
3247,0.85,711.0,Sobol2,72.51897345372386,0.09563530324588188,0.4506232607059125
3248,0.85,985.0,Grid1296,75.98216675704926,0.09376466329230349,0.4064234241434478
3249,0.85,985.0,Grid2401,88.65673254870214,0.0996178140623925,0.19762468015233958
3250,0.85,985.0,Sobol1,72.75061380067605,0.09606573554116854,0.4447969694607592
3251,0.85,985.0,Sobol2,73.33236407226858,0.09625578708016126,0.43894688059253906
3252,0.85,171.0,Grid1296,77.17958601387492,0.09289889880062502,0.39100288409368966
3253,0.85,171.0,Grid2401,91.28578782593878,0.10086114799091724,0.15713381986258446
3254,0.85,171.0,Sobol1,72.26499785934222,0.09521519243995916,0.4542116968588539
3255,0.85,171.0,Sobol2,74.40878058485384,0.09849482317556096,0.416448385450481
3256,0.85,75.0,Grid1296,75.62510152022507,0.09069782913604528,0.4143442074731055
3257,0.85,75.0,Grid2401,89.3154962538348,0.10005386749328549,0.1894677410709965
3258,0.85,75.0,Sobol1,72.4965988214094,0.09487270168398272,0.44453470390967154
3259,0.85,75.0,Sobol2,73.53251839827499,0.09696169747656873,0.4344351944865359
3260,0.85,16.0,Grid1296,75.01087548829035,0.09149081883754673,0.42286615738516
3261,0.85,16.0,Grid2401,90.72643296762094,0.1014524777916778,0.16397882879307224
3262,0.85,16.0,Sobol1,74.30293764269067,0.09840829269152666,0.41850735328916056
3263,0.85,16.0,Sobol2,73.41760919484982,0.0967484307497024,0.43706686713162446
3264,0.85,669.0,Grid1296,75.45853734250458,0.09045688864231993,0.4184353469699811
3265,0.85,669.0,Grid2401,90.99108763421435,0.10110275414040494,0.16166844980123496
3266,0.85,669.0,Sobol1,73.58102773569426,0.09767449691058959,0.42969802300257565
3267,0.85,669.0,Sobol2,72.5354958601896,0.09550972118858801,0.44853579207998473
3268,0.85,530.0,Grid1296,75.43731440653029,0.09032957094675931,0.41865800098778094
3269,0.85,530.0,Grid2401,89.56183128145146,0.09963709774463453,0.18773794045553638
3270,0.85,530.0,Sobol1,75.06394867322865,0.09927014779140418,0.4042982471249932
3271,0.85,530.0,Sobol2,72.91551211600955,0.0956296405972863,0.44452802136761493
3272,0.85,999.0,Grid1296,75.97562499898577,0.09131366289233195,0.4089718540693431
3273,0.85,999.0,Grid2401,93.2158524311398,0.10345863312520016,0.11892060898155188
3274,0.85,999.0,Sobol1,74.66881817453779,0.09906690103419956,0.4096293872580473
3275,0.85,999.0,Sobol2,74.5504718725429,0.09894607897388125,0.4128457283207978
3276,0.85,794.0,Grid1296,75.8846590426492,0.09039409225266956,0.41125332673188353
3277,0.85,794.0,Grid2401,91.01795010556643,0.10129196339664921,0.16098214573363556
3278,0.85,794.0,Sobol1,75.22267854554697,0.09988807145565438,0.4032652427896466
3279,0.85,794.0,Sobol2,72.6876254479791,0.09526255642546069,0.44600381123645283
3280,0.85,936.0,Grid1296,75.04840715706075,0.09032250454616589,0.42468463491596886
3281,0.85,936.0,Grid2401,90.6206558941225,0.10129430395308589,0.16653177381427808
3282,0.85,936.0,Sobol1,72.00212326734787,0.09432604889827126,0.45977929839100673
3283,0.85,936.0,Sobol2,75.39794730121065,0.1003184803606131,0.3984289289923879
3284,0.85,111.0,Grid1296,75.99673291173862,0.08939719429332628,0.41074842299925507
3285,0.85,111.0,Grid2401,90.23158825304762,0.10034725107888572,0.17606409107853382
3286,0.85,111.0,Sobol1,71.99970296250947,0.09494722039831616,0.45745327479787357
3287,0.85,111.0,Sobol2,74.44088598282671,0.09824858602270516,0.42246876159391
3288,0.85,816.0,Grid1296,74.29915216898625,0.08931561110381217,0.4360904666944696
3289,0.85,816.0,Grid2401,89.63123628262763,0.10049776845829417,0.1818158375796296
3290,0.85,816.0,Sobol1,71.9410611133887,0.09439805960486575,0.45957612500993716
3291,0.85,816.0,Sobol2,75.94473361138199,0.1003934818356703,0.3913569407242703
3292,0.85,968.0,Grid1296,74.41839748801426,0.09067821244123676,0.4313596110396125
3293,0.85,968.0,Grid2401,91.41960863202084,0.10218844680358767,0.15209857372488766
3294,0.85,968.0,Sobol1,72.04439467938681,0.09444716546727124,0.4550732319611751
3295,0.85,968.0,Sobol2,74.73929106970544,0.09767469289127641,0.4183617204277208
3296,0.85,48.0,Grid1296,76.62873227501701,0.0915120660405582,0.40072465885073794
3297,0.85,48.0,Grid2401,89.38674837277428,0.10113765495996051,0.18377761606022924
3298,0.85,48.0,Sobol1,72.96618726543713,0.09639824338446015,0.44155163863241476
3299,0.85,48.0,Sobol2,72.22747168431341,0.09457730564929406,0.45596185797646027
3300,0.85,986.0,Grid1296,78.98109135653942,0.09265873762506152,0.3617419114109556
3301,0.85,986.0,Grid2401,92.1647475609672,0.10269196975678725,0.138318793137015
3302,0.85,986.0,Sobol1,72.95025240110925,0.09622565484088136,0.4424024657061094
3303,0.85,986.0,Sobol2,75.7485547540946,0.09993568448643703,0.39175130055788376
3304,0.85,829.0,Grid1296,74.66033961891786,0.09183651160722874,0.4291041747336356
3305,0.85,829.0,Grid2401,92.18132539700412,0.1031465806046057,0.13530526604727655
3306,0.85,829.0,Sobol1,74.72993171880984,0.09893959756671312,0.40786454337750233
3307,0.85,829.0,Sobol2,72.83659340563473,0.09435831078263392,0.44691744432174796
3308,0.85,996.0,Grid1296,75.70040791005447,0.09154934684423117,0.4124101320031377
3309,0.85,996.0,Grid2401,93.09158928442906,0.10306185304369296,0.11999987580551719
3310,0.85,996.0,Sobol1,71.27947157902395,0.09236420474542269,0.47245375297251624
3311,0.85,996.0,Sobol2,72.71301905886838,0.0954487431562545,0.4496356804109083
3312,0.85,272.0,Grid1296,73.86546260258177,0.08962772168451387,0.44135904975070284
3313,0.85,272.0,Grid2401,89.6534683860169,0.09971877254864316,0.1834204567228992
3314,0.85,272.0,Sobol1,74.88670195415997,0.09883534356341755,0.41118740681347354
3315,0.85,272.0,Sobol2,73.68916620642486,0.09785209386980791,0.4296117741747397
3316,0.85,759.0,Grid1296,74.58165624263235,0.09032022403634578,0.430362161673186
3317,0.85,759.0,Grid2401,88.59528116409626,0.0997282441097394,0.20118981765518917
3318,0.85,759.0,Sobol1,74.17061231325452,0.09766412978312426,0.42039954792140477
3319,0.85,759.0,Sobol2,74.29263556420504,0.09865680785416342,0.4169414661266758
3320,0.85,390.0,Grid1296,79.2800992055966,0.09175490325720412,0.35855715297894575
3321,0.85,390.0,Grid2401,93.41388365630446,0.10348242996497957,0.11546691858959868
3322,0.85,390.0,Sobol1,72.38510977270751,0.09552476634360053,0.4532610074879767
3323,0.85,390.0,Sobol2,74.49348077554508,0.09861284476803595,0.4177455258046934
3324,0.85,930.0,Grid1296,74.32507967470397,0.09161168751466818,0.4335384360099245
3325,0.85,930.0,Grid2401,91.64864477925761,0.10121073691200913,0.15122946474241206
3326,0.85,930.0,Sobol1,72.17074351062168,0.09509900389372368,0.45587801197692535
3327,0.85,930.0,Sobol2,74.56927320572727,0.09905523631775652,0.40927365024311824
3328,0.85,633.0,Grid1296,75.40402276221964,0.09147788546590904,0.4172154433383084
3329,0.85,633.0,Grid2401,91.45462763872867,0.10229992706195926,0.1466127412069418
3330,0.85,633.0,Sobol1,72.94905200214268,0.09654351916676807,0.44260587736251944
3331,0.85,633.0,Sobol2,73.40850129361307,0.09699260397860011,0.4353531060884688
3332,0.85,928.0,Grid1296,79.16084923220987,0.0926411363277475,0.3593748040475355
3333,0.85,928.0,Grid2401,88.29245533944794,0.09881295005608752,0.20803497427726592
3334,0.85,928.0,Sobol1,71.1639631919889,0.0922084355105195,0.47720759314726446
3335,0.85,928.0,Sobol2,73.55417752675064,0.09671565204218596,0.4352528012360699
3336,0.85,854.0,Grid1296,75.84933648376003,0.09193114684082879,0.40974478923659385
3337,0.85,854.0,Grid2401,95.23861018968894,0.10545317340176341,0.07878564670871246
3338,0.85,854.0,Sobol1,72.87037758144541,0.09613706747530074,0.44346082606223103
3339,0.85,854.0,Sobol2,76.66970004702829,0.101538917217755,0.37934822206160235
3340,0.85,554.0,Grid1296,73.41464329318406,0.09120102872315149,0.4464059638489528
3341,0.85,554.0,Grid2401,87.58759694838082,0.09716081845979099,0.22046970073406458
3342,0.85,554.0,Sobol1,72.29485497091167,0.09502447456976844,0.452761870353407
3343,0.85,554.0,Sobol2,74.85293243108076,0.0988804564023866,0.41205545507641717
3344,0.85,562.0,Grid1296,73.3521950648648,0.09080227159970336,0.44882611499357217
3345,0.85,562.0,Grid2401,90.68779611624154,0.10142276085145507,0.1648833750755101
3346,0.85,562.0,Sobol1,71.52209523822049,0.09337115922266223,0.4690010984977596
3347,0.85,562.0,Sobol2,77.95784588018167,0.10329950655131412,0.34977367607863796
3348,0.85,78.0,Grid1296,75.50437662372408,0.09045275492140072,0.4170012232275576
3349,0.85,78.0,Grid2401,95.7724760602683,0.10685665440294505,0.0681282403220198
3350,0.85,78.0,Sobol1,74.43564561968269,0.09832561856726256,0.4167504754679826
3351,0.85,78.0,Sobol2,75.8401413646461,0.10037626355412145,0.3937148468092647
3352,0.85,222.0,Grid1296,75.10606359275252,0.09024224526547878,0.42120367748304266
3353,0.85,222.0,Grid2401,90.47407752404195,0.10139373003061103,0.16764152209655636
3354,0.85,222.0,Sobol1,72.09177093559889,0.09497945016173072,0.45758250421561253
3355,0.85,222.0,Sobol2,74.8668492701655,0.09835092635857412,0.40425030268228856
3356,0.85,294.0,Grid1296,75.93525606260974,0.09194707418213346,0.4079546751666048
3357,0.85,294.0,Grid2401,91.06763652683597,0.10109784634644474,0.15959497667845568
3358,0.85,294.0,Sobol1,73.09277231302599,0.09617689715905711,0.43876954635730514
3359,0.85,294.0,Sobol2,73.29101726377151,0.09664953764109685,0.43024535539422326
3360,0.85,725.0,Grid1296,74.78797295343914,0.08969482374681897,0.42732566166458996
3361,0.85,725.0,Grid2401,90.26462173852129,0.10167034356397044,0.1729479283174492
3362,0.85,725.0,Sobol1,72.94061984155688,0.0958238492573073,0.44511159903308695
3363,0.85,725.0,Sobol2,73.68326594632238,0.09723154516044666,0.42736580602569396
3364,0.85,582.0,Grid1296,73.78329316635522,0.08952932505035917,0.4419858729890348
3365,0.85,582.0,Grid2401,90.4477770917594,0.10108141319133261,0.16945725594877414
3366,0.85,582.0,Sobol1,73.39345297318768,0.09730538946048153,0.43561674077838775
3367,0.85,582.0,Sobol2,74.27721218273741,0.09816131049064643,0.420074899103407
3368,0.85,731.0,Grid1296,77.33715043852285,0.09186570827103326,0.38707978963872147
3369,0.85,731.0,Grid2401,90.7151372941031,0.10250146025016103,0.15934314589428333
3370,0.85,731.0,Sobol1,72.42388370609733,0.09371240218570556,0.45948075763618723
3371,0.85,731.0,Sobol2,74.50126595380452,0.09855305673711445,0.41416853447852775
3372,0.85,249.0,Grid1296,75.19835088717024,0.09145933601950974,0.4207266703257716
3373,0.85,249.0,Grid2401,92.64722017503983,0.1031852247839521,0.12905527378897164
3374,0.85,249.0,Sobol1,72.54623381008415,0.09516384090175556,0.4492509297419962
3375,0.85,249.0,Sobol2,75.26071130316976,0.09974802249879892,0.4068887054437722
3376,0.85,791.0,Grid1296,77.49949287551664,0.09198829295552961,0.38384810969273075
3377,0.85,791.0,Grid2401,95.42563029342658,0.1048741342453795,0.07724099195149692
3378,0.85,791.0,Sobol1,73.02912112052965,0.09613130906966155,0.4396200708539252
3379,0.85,791.0,Sobol2,74.32879363487032,0.09840478228163375,0.4164628650050335
3380,0.85,35.0,Grid1296,76.1402868510599,0.09344073436279367,0.40519147791814625
3381,0.85,35.0,Grid2401,89.57923126339341,0.09981624474826627,0.18228018320899675
3382,0.85,35.0,Sobol1,72.02960083667436,0.09484219120365209,0.4588410516281375
3383,0.85,35.0,Sobol2,72.69527144937572,0.0954106966501566,0.4487678057643827
3384,0.85,180.0,Grid1296,75.25505746938224,0.09076891624532976,0.4197390987866638
3385,0.85,180.0,Grid2401,93.95853314474051,0.1053113886917998,0.09802265336343596
3386,0.85,180.0,Sobol1,74.04060079944162,0.09829690916832048,0.42262594652774876
3387,0.85,180.0,Sobol2,73.7928087193968,0.09787533859902757,0.42997181537487994
3388,0.85,510.0,Grid1296,79.35231363131307,0.0933016853997667,0.3562239562585525
3389,0.85,510.0,Grid2401,90.17713609991661,0.10111506390752717,0.17342801281020548
3390,0.85,510.0,Sobol1,72.44011868944408,0.09550755287954943,0.45152421821141586
3391,0.85,510.0,Sobol2,77.05490943508552,0.10234481318407303,0.36750206911845995
3392,0.85,593.0,Grid1296,76.21287172108298,0.09284735149214046,0.4061675267321109
3393,0.85,593.0,Grid2401,93.27219005017355,0.10322661828497882,0.11644028067931234
3394,0.85,593.0,Sobol1,71.67276145441649,0.09245344924490619,0.4663365064147177
3395,0.85,593.0,Sobol2,76.54756922175056,0.10136508234744272,0.3801317289821583
3396,0.85,634.0,Grid1296,73.41756987094132,0.09166543723586658,0.44645184900221024
3397,0.85,634.0,Grid2401,91.21704974603703,0.1018848932042493,0.15391527971958208
3398,0.85,634.0,Sobol1,72.02095279702874,0.0946676112956527,0.4598472594576778
3399,0.85,634.0,Sobol2,73.18601326153215,0.09684139943524726,0.4397219062944582
3400,0.9,678.0,Grid1296,74.83789590376088,0.09093646398763285,0.423737767066934
3401,0.9,678.0,Grid2401,92.91511376869609,0.10305229697433593,0.11651654398139066
3402,0.9,678.0,Sobol1,71.92279310196129,0.09442219256417107,0.46252027126495876
3403,0.9,678.0,Sobol2,76.48858020602817,0.10157279686656664,0.38900593281544493
3404,0.9,147.0,Grid1296,75.28349219957639,0.09066737070299385,0.41685043026355606
3405,0.9,147.0,Grid2401,94.55114714485333,0.1040374379742513,0.08858679920815216
3406,0.9,147.0,Sobol1,76.27131437858819,0.10073775709160639,0.3882052043152223
3407,0.9,147.0,Sobol2,77.21091159800679,0.10258863803609676,0.3744996793326538
3408,0.9,561.0,Grid1296,76.87006622625852,0.09444424188056454,0.3922860043070171
3409,0.9,561.0,Grid2401,95.6452953843736,0.10566660383741734,0.06649044894522194
3410,0.9,561.0,Sobol1,72.33770502956901,0.09536142043169894,0.4555529258850928
3411,0.9,561.0,Sobol2,74.36636100871806,0.09857299401214806,0.4223708005496897
3412,0.9,237.0,Grid1296,77.14386337908846,0.09243343686110694,0.3870132928406391
3413,0.9,237.0,Grid2401,91.93718289115029,0.10234499457474718,0.13538125989039995
3414,0.9,237.0,Sobol1,72.98858740942327,0.09665452143519146,0.444748933787777
3415,0.9,237.0,Sobol2,73.33441561488047,0.09706772050645043,0.4372134141866747
3416,0.9,588.0,Grid1296,77.54471403787937,0.09524282607166647,0.38296579293916133
3417,0.9,588.0,Grid2401,92.26221387143121,0.10158739663290037,0.13173071420175275
3418,0.9,588.0,Sobol1,73.28446517028117,0.09687998504757914,0.44137684434746316
3419,0.9,588.0,Sobol2,76.75730303160856,0.10209341028686715,0.3797004946872772
3420,0.9,951.0,Grid1296,73.77934753176598,0.0911087947126405,0.4396437743018664
3421,0.9,951.0,Grid2401,93.02935887280107,0.10367051274549555,0.11483315408814188
3422,0.9,951.0,Sobol1,71.32693294258958,0.09227337075200952,0.47341268833424754
3423,0.9,951.0,Sobol2,73.84838463744953,0.09743724819188365,0.42985826834664576
3424,0.9,490.0,Grid1296,75.29356432142805,0.09187706620068589,0.4171708001120292
3425,0.9,490.0,Grid2401,91.72902598500872,0.10082616352748813,0.1417396827362376
3426,0.9,490.0,Sobol1,74.2774735890897,0.09834533269988034,0.4224573327280562
3427,0.9,490.0,Sobol2,75.01485576861798,0.09934414566399917,0.4125754160554713
3428,0.9,395.0,Grid1296,78.87294219201414,0.092159347162405,0.3617850608945141
3429,0.9,395.0,Grid2401,92.05722842824713,0.10270549796133564,0.13449500821139238
3430,0.9,395.0,Sobol1,73.78203421235196,0.09722648142626529,0.4306984644384976
3431,0.9,395.0,Sobol2,74.09041997697969,0.09804508055470634,0.4277265367240646
3432,0.9,877.0,Grid1296,74.64541412479772,0.0920283609165221,0.4265671965110708
3433,0.9,877.0,Grid2401,95.36738307645912,0.10625247194587675,0.06928069037102269
